"UTMX","UTMY"
444.324,4324.260
444.105,4324.787
443.977,4324.931
443.765,4325.425
443.760,4325.446
443.757,4325.456
443.758,4326.192
443.771,4326.198
443.782,4326.202
443.791,4326.201
443.835,4326.154
443.844,4326.141
443.852,4326.129
443.861,4326.083
443.866,4326.041
443.900,4325.982
443.912,4325.967
443.943,4325.937
443.964,4325.927
444.007,4325.925
444.029,4325.926
444.074,4325.948
444.091,4325.957
444.124,4325.977
444.172,4326.013
444.490,4326.384
444.523,4326.470
444.527,4326.508
444.523,4326.585
444.512,4326.662
444.361,4326.796
444.049,4327.110
444.039,4327.137
443.860,4327.733
443.857,4327.798
443.976,4327.970
444.689,4328.609
444.687,4329.005
444.694,4329.140
444.695,4329.172
445.276,4329.465
445.643,4329.563
445.857,4329.603
445.805,4329.417
446.208,4328.263
446.241,4328.200
446.260,4328.164
446.309,4328.108
446.374,4328.042
446.387,4328.035
446.402,4328.026
446.420,4328.017
446.871,4327.974
446.943,4327.968
448.926,4328.243
449.088,4328.296
449.343,4328.458
449.575,4328.616
449.829,4328.788
450.101,4328.968
450.267,4329.008
450.350,4329.021
450.370,4328.979
450.556,4328.460
450.600,4328.120
450.647,4328.003
450.792,4327.661
450.841,4327.575
450.845,4327.571
450.964,4327.513
451.011,4327.491
451.023,4327.491
451.035,4327.493
451.078,4327.505
451.094,4327.510
451.304,4327.450
451.331,4327.440
451.461,4327.367
451.486,4327.352
451.831,4327.142
452.547,4326.643
452.829,4326.393
452.889,4326.331
452.928,4326.290
452.957,4326.257
452.992,4326.210
452.997,4326.195
453.032,4326.086
453.043,4325.946
453.044,4325.888
453.040,4325.811
453.025,4325.663
453.001,4325.580
452.991,4325.554
452.985,4325.501
452.984,4325.481
452.984,4325.450
452.991,4325.399
453.007,4325.299
453.205,4324.214
453.675,4323.349
454.510,4323.463
454.539,4323.470
454.553,4323.474
454.596,4323.492
454.676,4323.537
454.727,4323.571
454.767,4323.600
454.798,4323.624
454.824,4323.650
454.839,4323.669
454.899,4323.804
454.913,4323.845
454.892,4324.005
454.845,4324.339
454.806,4324.604
454.809,4324.613
454.839,4324.695
454.862,4324.736
454.884,4324.772
455.200,4325.302
455.489,4325.790
455.577,4325.945
455.655,4326.089
455.754,4326.285
455.757,4326.296
455.757,4326.305
455.711,4326.312
455.541,4326.313
455.696,4326.761
455.502,4326.693
454.959,4327.272
454.568,4328.456
454.321,4329.357
454.043,4329.918
453.909,4330.075
453.894,4330.085
453.803,4330.147
453.409,4330.366
453.399,4330.370
453.386,4330.366
453.184,4330.272
453.124,4330.216
452.882,4330.042
452.865,4330.033
452.494,4329.939
452.463,4329.934
452.340,4329.916
451.819,4329.855
451.601,4329.964
451.363,4330.261
451.353,4330.279
451.333,4330.316
451.237,4330.490
451.229,4330.505
451.219,4330.531
451.215,4330.545
451.038,4331.339
451.482,4332.588
451.367,4334.235
451.103,4334.572
450.599,4335.095
450.373,4335.328
449.755,4335.934
449.287,4336.248
449.138,4336.179
448.818,4335.057
448.864,4334.973
449.124,4334.813
449.385,4334.666
449.586,4334.118
449.437,4333.666
449.422,4333.636
449.344,4333.621
449.244,4333.720
448.870,4334.255
448.748,4334.555
448.722,4335.090
448.576,4335.790
448.298,4336.824
448.228,4337.224
448.203,4337.369
448.135,4338.038
448.186,4338.127
448.311,4338.419
448.312,4338.447
447.994,4338.941
447.874,4339.067
447.837,4339.079
447.603,4339.136
447.546,4339.146
447.513,4339.145
447.424,4339.084
447.282,4338.971
446.497,4339.500
445.802,4340.218
445.463,4340.884
445.329,4342.250
445.333,4342.289
446.307,4343.239
447.443,4344.304
447.729,4344.545
447.944,4344.670
448.310,4344.990
448.409,4345.238
448.598,4345.539
448.658,4345.616
449.184,4346.283
449.492,4346.437
449.504,4346.442
449.523,4346.451
449.539,4346.456
449.553,4346.460
449.583,4346.446
449.609,4346.437
449.740,4346.449
449.987,4346.473
450.015,4346.476
450.029,4346.480
450.045,4346.486
450.073,4346.497
450.096,4346.507
450.128,4346.532
450.234,4346.625
450.295,4346.692
450.426,4346.843
450.449,4346.881
450.529,4347.015
450.685,4347.316
451.115,4348.251
451.201,4348.446
451.312,4348.757
451.392,4348.995
451.429,4349.134
451.449,4349.332
451.277,4350.612
451.267,4350.647
451.119,4351.104
451.005,4351.525
450.901,4351.747
450.586,4352.255
450.566,4352.280
450.550,4352.299
450.392,4352.443
450.305,4352.501
450.211,4352.508
449.988,4352.545
449.962,4352.569
449.889,4352.659
449.821,4352.860
449.819,4352.873
449.816,4353.060
449.870,4353.140
449.987,4353.453
450.068,4353.758
450.070,4353.773
450.067,4353.801
450.057,4353.822
450.045,4353.846
449.661,4354.241
449.655,4354.243
449.432,4354.290
449.314,4354.309
448.770,4354.345
448.351,4354.360
448.048,4354.403
448.008,4354.424
447.840,4354.660
447.666,4355.035
447.266,4356.064
447.191,4356.382
447.068,4357.524
446.945,4357.553
446.792,4357.600
446.327,4357.836
446.303,4357.851
446.293,4357.858
446.277,4357.870
446.274,4357.873
446.257,4357.893
446.006,4358.447
445.993,4358.555
446.213,4358.781
446.245,4358.792
446.253,4358.787
446.270,4358.778
446.540,4358.459
446.666,4358.960
446.878,4359.750
447.130,4360.639
447.477,4360.825
447.668,4360.895
447.954,4361.176
448.505,4361.796
448.551,4361.861
448.581,4361.913
449.276,4363.333
449.341,4363.543
449.398,4363.829
449.453,4364.317
449.455,4364.941
449.402,4365.496
449.381,4365.625
449.368,4365.693
449.357,4365.750
449.337,4365.817
449.312,4365.889
449.307,4365.903
449.302,4365.908
449.295,4365.913
449.206,4365.963
448.722,4366.264
448.119,4366.481
448.076,4366.490
448.061,4366.493
447.966,4366.509
447.881,4366.520
447.742,4366.537
447.549,4366.910
447.052,4367.451
446.941,4367.714
447.154,4369.246
447.278,4369.703
447.290,4369.734
447.311,4369.765
447.548,4370.037
448.167,4370.732
448.480,4370.944
448.531,4370.973
448.590,4370.982
448.616,4370.973
448.727,4370.958
448.755,4370.958
448.993,4371.273
449.166,4371.514
450.124,4372.936
450.129,4372.946
450.132,4372.962
450.124,4372.995
450.426,4373.474
451.142,4374.600
451.406,4374.895
451.451,4374.946
452.218,4376.302
452.838,4377.474
453.053,4378.103
453.069,4378.150
453.069,4378.215
453.061,4378.288
453.038,4378.367
452.986,4378.516
453.177,4379.461
453.189,4379.480
453.199,4379.496
453.524,4379.936
453.595,4380.051
453.613,4380.086
453.980,4380.882
453.988,4380.906
454.002,4380.949
454.016,4381.002
454.034,4381.087
454.017,4381.172
453.987,4381.309
453.936,4381.345
453.924,4381.380
453.907,4381.447
453.900,4381.595
453.930,4382.130
453.992,4382.274
454.191,4382.722
454.279,4382.782
454.411,4382.919
454.417,4382.930
454.429,4382.954
454.458,4383.018
454.489,4383.120
454.531,4383.303
454.545,4383.379
454.574,4383.607
454.571,4383.677
454.218,4384.991
454.146,4385.233
454.125,4385.296
454.079,4385.364
453.631,4385.737
453.595,4385.764
453.417,4385.800
453.360,4385.807
453.283,4385.779
453.274,4385.765
453.243,4385.752
453.151,4385.752
453.132,4385.776
452.972,4386.053
452.963,4386.080
452.765,4387.306
452.951,4387.901
453.029,4389.551
453.153,4390.147
453.596,4390.987
453.609,4391.064
453.592,4391.126
453.562,4391.174
452.863,4391.871
452.830,4391.875
452.751,4391.872
452.704,4391.856
452.698,4391.849
452.682,4391.830
452.675,4391.825
452.660,4391.814
452.656,4391.811
452.646,4391.811
452.638,4391.812
452.627,4391.813
452.574,4391.823
452.481,4391.895
452.418,4391.955
452.350,4392.205
452.353,4392.661
452.391,4392.974
452.416,4392.966
452.545,4392.987
452.682,4393.037
452.694,4393.047
452.712,4393.080
452.733,4393.122
452.787,4393.230
452.816,4393.291
452.960,4393.639
452.984,4393.713
453.023,4393.842
453.261,4395.138
453.312,4395.597
453.313,4395.836
453.135,4395.984
452.996,4396.077
452.622,4396.275
452.558,4396.612
452.575,4396.694
452.584,4396.710
452.589,4396.719
452.653,4396.795
452.684,4396.829
452.771,4396.897
452.803,4399.055
452.788,4399.174
452.708,4399.526
452.695,4399.569
452.657,4399.669
452.581,4399.836
452.568,4399.859
452.553,4399.885
452.516,4399.917
452.504,4399.926
452.485,4399.941
452.472,4399.974
452.388,4400.587
452.378,4401.063
452.913,4402.164
453.006,4402.328
453.039,4402.333
453.282,4402.347
453.329,4402.348
453.398,4402.343
453.466,4402.338
453.536,4402.339
453.582,4402.329
453.618,4402.306
453.738,4402.196
453.765,4402.168
453.830,4402.072
454.503,4401.036
454.520,4400.907
454.518,4400.861
454.515,4400.810
454.509,4400.767
454.511,4400.726
454.522,4400.684
454.747,4400.079
454.787,4399.989
456.497,4397.344
457.008,4396.616
457.017,4396.566
456.991,4396.535
456.893,4396.465
456.630,4396.407
456.500,4396.382
456.996,4396.131
457.332,4396.026
457.541,4396.431
457.634,4396.612
457.718,4396.779
457.758,4396.864
457.787,4396.936
457.801,4397.006
457.839,4397.283
457.833,4397.386
457.823,4397.406
457.766,4397.455
457.682,4397.499
457.630,4397.520
457.595,4397.560
457.493,4397.756
457.492,4397.766
457.527,4397.826
457.558,4397.859
458.002,4398.198
458.079,4398.321
458.427,4398.834
458.718,4399.249
458.746,4399.283
458.823,4399.400
458.941,4399.598
458.952,4399.621
458.968,4399.678
458.969,4399.694
458.929,4399.728
458.837,4399.795
458.707,4399.887
458.428,4400.263
458.290,4400.497
458.397,4400.743
459.076,4401.430
459.826,4402.306
460.077,4402.739
460.112,4402.807
460.490,4403.624
460.578,4403.829
460.692,4404.098
460.909,4404.631
460.934,4404.702
461.042,4405.009
461.060,4405.066
461.077,4405.124
461.616,4408.059
461.641,4408.203
461.722,4408.699
461.737,4408.803
461.741,4408.920
461.840,4409.435
461.853,4409.522
461.890,4409.794
461.905,4409.956
461.972,4410.907
461.977,4411.047
461.978,4411.179
461.966,4411.364
461.930,4411.590
461.842,4412.044
462.507,4412.265
462.788,4412.273
462.836,4412.315
463.262,4412.734
463.253,4412.821
463.238,4412.924
462.710,4412.851
462.583,4412.833
462.418,4412.806
462.420,4412.773
462.242,4412.752
461.684,4412.756
461.021,4412.985
460.670,4413.297
460.639,4413.337
460.644,4413.407
460.999,4413.903
461.143,4414.091
461.084,4414.231
460.715,4414.938
461.057,4415.053
460.478,4415.810
460.315,4416.044
460.185,4416.215
460.056,4416.376
459.969,4416.477
459.821,4416.632
459.728,4416.729
459.634,4416.824
459.610,4416.846
459.508,4416.928
459.336,4417.053
459.214,4417.124
458.865,4417.322
458.572,4417.455
458.419,4417.519
458.241,4417.589
458.092,4417.632
457.994,4417.651
457.845,4417.667
457.793,4417.659
457.129,4417.526
456.495,4417.383
456.548,4417.483
456.761,4417.738
456.568,4417.850
455.475,4417.317
454.534,4417.257
454.521,4417.255
454.479,4417.243
454.410,4417.211
454.393,4417.196
454.376,4417.003
454.462,4416.931
454.490,4416.916
454.546,4416.760
454.180,4416.522
453.571,4416.061
453.502,4416.000
452.468,4414.855
452.280,4414.589
452.232,4414.494
452.269,4414.316
452.324,4414.006
452.138,4412.901
451.979,4412.464
451.825,4412.189
451.796,4412.155
451.721,4412.152
451.653,4412.190
451.462,4412.403
451.430,4412.472
451.397,4412.617
451.449,4412.948
451.524,4412.998
451.619,4413.019
451.918,4413.164
451.964,4413.212
451.981,4413.321
451.994,4413.591
451.989,4414.067
451.974,4414.159
451.946,4414.288
451.773,4414.853
451.666,4415.046
451.620,4415.120
451.356,4415.504
450.453,4416.363
449.664,4416.901
449.641,4416.916
449.610,4416.935
449.574,4416.945
449.547,4416.951
449.520,4416.952
449.453,4416.939
449.437,4416.930
449.156,4416.761
449.045,4416.676
448.891,4416.664
448.878,4416.672
448.806,4416.738
448.742,4416.869
448.692,4416.993
448.610,4417.246
448.592,4417.693
448.630,4418.824
448.716,4419.826
448.804,4420.581
448.914,4421.802
448.868,4423.155
448.846,4423.390
448.796,4423.724
448.717,4424.110
448.649,4424.391
448.561,4424.636
448.458,4424.786
448.395,4424.841
448.348,4424.866
448.234,4424.926
448.198,4424.928
448.163,4424.926
448.122,4424.961
448.103,4425.010
448.032,4425.220
448.035,4425.234
448.146,4425.630
448.820,4426.516
449.558,4427.505
449.562,4427.522
449.598,4427.682
449.714,4427.827
449.732,4427.851
449.750,4427.976
449.744,4427.998
449.707,4428.120
449.658,4428.229
449.633,4428.469
449.635,4428.541
449.685,4429.057
449.704,4429.096
449.714,4429.101
449.822,4429.108
449.903,4429.202
449.909,4429.210
449.931,4429.248
449.982,4429.450
449.990,4429.575
449.995,4429.642
450.001,4429.742
449.999,4429.808
449.981,4429.934
449.867,4430.211
449.374,4431.142
449.317,4431.232
449.192,4431.373
449.179,4431.386
449.157,4431.407
448.969,4431.539
448.803,4431.594
448.763,4431.590
448.490,4431.557
448.342,4431.392
448.319,4431.321
448.298,4431.259
448.286,4431.231
448.247,4431.210
448.208,4431.196
446.950,4431.154
446.786,4431.914
446.928,4432.150
447.041,4432.299
447.602,4432.808
447.663,4432.841
447.773,4432.879
447.837,4432.860
447.886,4432.797
447.913,4432.734
447.990,4432.626
448.089,4432.623
448.163,4432.628
448.524,4432.812
448.574,4432.869
448.748,4433.071
448.785,4433.234
448.729,4433.345
448.674,4433.529
448.748,4433.621
449.043,4433.677
449.116,4433.603
449.312,4433.210
449.324,4433.161
449.366,4432.967
449.411,4432.755
449.540,4432.645
449.687,4432.553
449.831,4432.490
450.021,4432.503
450.072,4432.508
450.257,4432.545
450.654,4432.645
450.861,4432.737
451.057,4432.865
451.438,4433.198
451.641,4433.474
452.260,4433.511
452.267,4433.445
452.272,4433.422
452.350,4433.295
452.370,4433.279
452.387,4433.269
452.490,4433.219
452.537,4433.202
452.597,4433.211
453.225,4433.459
453.402,4433.539
453.679,4433.735
453.929,4433.958
453.977,4434.003
454.789,4434.822
455.927,4436.119
456.449,4436.720
456.771,4437.498
456.777,4437.530
456.770,4437.612
456.760,4437.643
456.735,4437.702
456.720,4437.731
456.578,4437.984
456.431,4438.244
456.356,4438.348
456.439,4439.084
456.398,4439.589
456.107,4440.957
456.073,4441.024
456.028,4441.104
455.765,4441.421
455.354,4441.920
455.019,4442.329
455.005,4442.348
454.989,4442.368
454.012,4444.588
453.967,4444.732
453.960,4444.767
453.926,4445.007
453.966,4445.168
453.996,4445.263
454.034,4445.400
454.145,4446.779
454.149,4446.878
454.144,4446.967
454.136,4447.022
454.121,4447.072
454.047,4447.256
454.028,4447.289
453.993,4447.316
453.975,4447.326
453.818,4447.405
453.808,4447.410
453.767,4447.426
453.783,4447.336
453.782,4447.321
453.781,4447.304
453.770,4447.306
453.753,4447.308
453.711,4447.374
453.665,4447.479
453.664,4447.509
453.869,4448.205
453.880,4448.225
453.888,4448.239
453.961,4448.322
454.209,4448.742
454.517,4449.338
454.692,4450.035
454.690,4450.067
454.435,4450.724
454.229,4451.653
454.567,4453.129
454.909,4454.209
455.168,4454.803
455.279,4455.258
455.214,4455.389
455.224,4455.457
455.411,4456.062
455.437,4456.107
455.452,4456.123
455.468,4456.139
455.502,4456.164
455.454,4456.200
455.437,4456.218
455.424,4456.234
455.430,4456.266
455.704,4457.582
455.706,4457.591
455.714,4457.622
455.722,4457.648
455.729,4457.668
455.737,4457.690
455.835,4457.863
455.859,4457.887
456.062,4458.038
456.074,4458.080
456.117,4458.260
456.050,4459.558
456.045,4459.577
456.035,4459.595
456.023,4459.613
456.000,4459.646
455.989,4459.663
455.974,4459.682
455.859,4459.808
455.850,4459.815
455.836,4459.825
455.815,4459.839
455.706,4459.911
455.684,4459.925
455.653,4459.942
455.630,4459.952
455.612,4459.958
455.590,4459.965
455.567,4459.971
455.542,4459.976
454.638,4461.024
454.490,4461.211
454.476,4461.238
454.469,4461.291
454.430,4461.604
454.425,4461.679
454.428,4461.709
454.437,4461.739
454.475,4461.839
454.511,4461.857
454.612,4461.883
454.686,4461.886
454.746,4461.888
454.764,4461.891
454.773,4461.897
454.782,4461.908
454.656,4462.364
454.459,4462.861
454.442,4462.891
454.042,4463.345
454.015,4463.367
453.731,4463.532
453.688,4463.540
453.637,4463.537
453.456,4463.430
453.324,4463.345
453.298,4463.336
452.706,4463.276
452.685,4463.286
452.675,4463.292
452.613,4463.349
452.293,4463.694
451.792,4464.723
451.806,4464.867
451.439,4465.125
451.375,4465.159
451.238,4465.217
450.725,4465.347
450.476,4465.186
450.416,4465.171
449.789,4465.186
448.212,4465.406
447.708,4466.078
447.270,4467.883
447.282,4467.949
447.358,4468.114
447.375,4468.142
447.441,4468.175
447.460,4468.170
447.475,4468.167
447.505,4468.172
447.536,4468.178
447.558,4468.183
447.999,4468.302
448.009,4468.314
448.139,4468.552
448.405,4470.181
448.802,4471.884
449.068,4472.715
449.069,4473.168
449.220,4473.336
449.137,4473.714
449.017,4474.846
448.954,4475.657
448.187,4477.881
448.171,4477.916
448.162,4477.937
448.124,4478.011
448.120,4478.017
448.107,4478.035
448.077,4478.076
448.059,4478.091
448.038,4478.099
448.013,4478.113
447.996,4478.136
447.961,4478.210
447.896,4478.406
447.782,4478.768
447.441,4479.920
447.156,4481.084
447.068,4481.652
447.055,4481.747
447.048,4481.875
447.043,4482.004
447.031,4482.088
447.019,4482.148
446.968,4482.348
446.955,4482.397
446.944,4482.425
446.747,4482.707
446.647,4482.837
446.592,4482.907
446.572,4482.927
446.489,4483.009
446.435,4483.051
446.308,4482.969
446.256,4482.937
446.207,4482.916
446.167,4482.900
446.133,4482.891
446.096,4482.882
446.032,4482.890
445.951,4482.903
445.914,4482.926
445.892,4482.940
444.784,4483.830
444.017,4484.482
442.948,4486.846
442.910,4486.948
442.851,4487.124
442.586,4488.323
442.317,4489.033
441.826,4490.129
441.986,4490.199
442.035,4490.321
442.265,4490.926
442.268,4490.936
442.272,4490.951
442.275,4491.013
442.273,4491.213
442.269,4491.326
442.258,4491.396
442.253,4491.410
442.217,4491.484
442.133,4491.652
442.115,4491.686
441.337,4492.985
441.329,4492.996
441.296,4493.040
441.253,4493.094
441.140,4493.220
441.028,4493.335
440.713,4493.600
440.677,4493.626
440.349,4493.814
440.239,4493.866
440.089,4493.921
439.716,4494.053
439.670,4494.064
439.652,4494.064
438.523,4493.690
438.122,4493.524
438.088,4493.505
438.065,4493.491
437.245,4492.871
436.623,4492.899
436.607,4492.897
436.599,4492.895
436.289,4492.680
436.248,4492.640
436.205,4492.594
436.179,4492.559
436.159,4492.524
436.157,4492.510
436.159,4492.195
436.164,4492.189
436.086,4491.738
435.992,4491.285
435.033,4491.221
433.671,4491.371
432.910,4491.414
432.583,4491.386
432.128,4491.466
432.117,4491.477
432.109,4491.532
432.107,4491.544
432.098,4491.969
432.098,4491.987
432.110,4492.029
432.123,4492.056
432.334,4492.446
432.342,4492.459
432.350,4492.469
432.380,4492.488
433.733,4493.998
433.789,4494.068
433.823,4494.141
433.857,4494.255
433.956,4494.698
433.965,4494.760
433.953,4494.847
433.899,4495.045
433.355,4496.024
433.194,4496.241
433.153,4496.294
433.125,4496.318
433.075,4496.354
432.941,4496.449
432.885,4496.486
432.771,4496.538
432.713,4496.563
432.631,4496.594
432.530,4496.623
432.359,4496.667
432.291,4496.683
432.107,4496.719
431.994,4496.718
431.889,4496.711
431.823,4496.699
431.799,4496.693
431.704,4496.656
431.616,4496.621
431.569,4496.601
431.521,4496.574
431.475,4496.532
431.432,4496.460
431.409,4496.422
431.194,4495.375
430.787,4494.515
430.777,4494.497
430.745,4494.437
429.615,4492.924
429.591,4492.938
429.572,4492.941
429.499,4492.951
429.477,4492.950
429.444,4492.943
429.384,4492.922
429.331,4492.887
429.314,4492.875
429.273,4492.827
429.172,4492.631
429.050,4492.266
429.024,4492.179
429.026,4492.169
429.093,4491.912
429.104,4491.886
429.189,4491.766
429.372,4491.090
429.385,4491.042
429.385,4491.010
429.381,4490.930
429.317,4490.529
429.278,4490.317
429.260,4490.286
429.217,4490.256
429.143,4490.262
429.117,4490.278
429.016,4490.419
428.767,4490.958
428.725,4491.066
428.684,4491.291
428.681,4491.317
428.716,4491.495
428.775,4491.565
428.784,4491.575
428.828,4491.642
428.842,4491.673
428.846,4491.713
428.841,4491.726
428.529,4492.264
428.403,4492.334
428.136,4492.418
428.045,4492.897
427.863,4494.423
427.943,4495.208
427.543,4496.432
427.647,4497.249
427.654,4497.294
427.674,4497.343
427.687,4497.373
427.721,4497.440
427.811,4497.599
427.932,4497.659
427.941,4497.664
427.964,4497.669
427.987,4497.670
428.018,4497.669
428.051,4497.664
428.104,4497.647
429.225,4497.971
431.036,4498.810
431.231,4499.023
431.538,4500.893
431.473,4501.028
431.744,4501.769
432.118,4502.638
432.287,4502.799
432.231,4502.827
432.130,4502.908
432.109,4502.928
432.087,4502.952
432.082,4502.987
432.091,4503.319
432.191,4503.355
432.249,4503.342
432.326,4503.334
432.410,4503.358
432.551,4503.405
432.629,4503.438
432.741,4503.495
432.754,4503.512
432.779,4503.547
432.793,4503.592
432.822,4503.841
432.820,4503.977
432.813,4504.083
432.788,4504.196
432.761,4504.310
432.668,4504.479
432.454,4504.584
431.921,4504.833
431.856,4504.856
431.783,4504.829
431.766,4504.822
431.720,4504.800
431.660,4504.773
431.542,4504.764
431.522,4504.764
431.461,4504.765
431.301,4504.792
431.267,4504.800
430.284,4505.189
430.276,4505.196
430.260,4505.220
430.241,4505.251
430.232,4505.265
430.225,4505.292
430.230,4505.532
430.276,4505.749
430.295,4505.788
430.306,4505.818
430.338,4505.927
430.338,4505.945
430.250,4506.132
430.184,4506.272
430.165,4506.308
429.977,4506.595
429.965,4506.611
429.846,4506.757
429.805,4506.802
429.234,4507.159
428.633,4507.591
428.622,4507.617
428.462,4507.940
428.077,4508.571
427.760,4508.830
427.739,4508.842
427.578,4508.917
427.542,4508.926
427.420,4508.912
427.328,4508.880
427.316,4508.872
427.305,4508.864
427.109,4509.033
426.858,4509.302
426.862,4509.435
426.971,4509.983
426.980,4509.997
427.772,4510.708
428.386,4511.225
429.433,4512.821
429.603,4513.087
429.715,4513.850
429.718,4513.908
429.755,4514.694
429.740,4514.725
429.146,4515.884
429.148,4516.002
429.183,4516.114
429.208,4516.192
429.321,4516.464
429.360,4516.488
429.411,4516.493
429.446,4516.485
429.598,4516.440
429.742,4516.443
429.915,4516.505
430.472,4516.990
430.671,4517.271
431.256,4518.234
431.567,4519.104
431.658,4519.148
431.822,4519.237
431.838,4519.261
432.156,4519.985
432.162,4520.027
432.159,4520.065
432.158,4520.757
432.654,4521.696
432.808,4521.939
433.063,4522.312
433.160,4522.429
433.268,4522.889
434.124,4524.453
434.233,4525.921
434.598,4526.414
434.608,4526.434
434.244,4527.959
432.944,4528.987
432.729,4529.123
432.430,4529.299
432.016,4529.385
431.984,4529.396
431.923,4529.502
431.685,4529.974
431.695,4530.091
431.789,4530.247
431.804,4530.256
431.880,4530.298
431.919,4530.308
431.949,4530.316
431.956,4530.347
431.865,4530.681
431.254,4531.151
430.696,4531.604
430.692,4531.612
430.683,4531.631
430.634,4531.774
430.616,4531.863
430.674,4532.126
430.746,4532.310
431.396,4533.573
431.809,4534.369
432.544,4535.645
432.807,4535.827
432.918,4535.849
432.985,4535.762
432.972,4535.794
432.963,4535.867
432.962,4535.912
432.989,4535.934
433.024,4535.911
433.151,4535.793
433.463,4535.351
433.665,4534.982
434.899,4533.843
434.913,4533.836
435.193,4533.822
435.366,4533.917
435.395,4533.932
435.412,4533.936
435.561,4533.924
435.784,4533.894
435.871,4533.837
435.901,4533.808
435.846,4533.584
435.440,4532.424
435.412,4532.384
435.141,4532.154
435.105,4531.741
435.173,4531.234
435.307,4531.092
435.549,4530.515
435.595,4530.261
435.665,4529.829
435.661,4529.765
435.647,4529.647
435.616,4529.565
435.574,4529.539
435.537,4529.549
435.524,4529.560
435.507,4529.570
435.461,4529.568
435.423,4529.553
435.388,4529.528
435.370,4529.492
435.355,4529.457
435.340,4529.386
435.353,4529.258
435.362,4529.210
435.382,4529.142
435.518,4528.882
435.595,4528.740
435.832,4528.312
436.716,4526.987
436.829,4526.847
436.912,4526.750
438.390,4525.033
439.070,4524.324
439.254,4524.108
439.413,4523.952
439.802,4523.573
439.968,4523.416
440.161,4523.243
441.125,4522.455
441.174,4522.418
441.355,4522.296
442.051,4521.835
442.159,4521.756
442.233,4521.720
442.302,4521.699
442.923,4521.605
443.052,4521.588
443.068,4521.593
443.204,4521.646
443.257,4521.667
444.142,4521.473
444.641,4521.283
445.175,4522.116
445.223,4522.348
445.583,4522.455
446.173,4522.615
446.267,4522.625
446.445,4522.609
446.946,4522.552
447.378,4522.506
448.138,4522.418
448.137,4522.387
448.116,4522.388
447.953,4522.422
447.931,4522.424
446.621,4522.572
446.321,4522.603
446.253,4522.604
446.216,4522.600
446.104,4522.573
445.322,4522.343
445.291,4522.325
445.258,4522.292
445.242,4522.245
445.233,4522.210
445.041,4521.258
445.026,4521.177
445.077,4521.154
445.116,4521.148
445.168,4521.141
446.769,4520.961
447.806,4521.003
449.377,4520.992
449.667,4521.100
449.707,4521.157
449.705,4521.163
449.711,4521.156
449.682,4521.114
449.671,4521.098
449.701,4521.045
449.707,4521.037
450.063,4520.925
450.088,4520.928
450.428,4520.987
450.441,4520.992
450.568,4521.050
452.042,4520.135
452.533,4519.763
452.933,4519.484
453.561,4519.061
454.091,4518.922
454.277,4518.883
454.361,4518.870
455.053,4518.858
455.077,4518.843
455.098,4518.837
455.213,4518.810
456.079,4518.839
456.255,4518.850
456.683,4518.875
457.386,4518.950
457.495,4518.963
459.470,4519.240
459.781,4519.293
460.010,4519.334
460.135,4519.359
460.580,4519.450
461.195,4519.582
461.346,4519.620
461.496,4519.661
461.751,4519.732
462.005,4519.811
462.415,4519.946
462.873,4520.110
463.185,4520.225
463.365,4520.295
463.493,4520.346
463.894,4520.516
464.304,4520.701
464.546,4520.824
465.396,4521.301
465.511,4521.370
465.779,4521.534
466.608,4522.070
466.732,4522.157
466.930,4522.318
468.024,4523.342
468.150,4523.477
468.352,4523.709
468.425,4523.826
468.699,4524.620
468.888,4525.320
468.923,4525.426
469.026,4525.649
469.186,4525.756
469.305,4525.792
469.451,4525.856
470.705,4526.773
471.163,4527.132
471.770,4527.325
472.228,4527.406
473.331,4528.039
473.430,4528.102
473.759,4528.339
